Service_name,Service_url,Main_Services,Other_Services,Serving,Phone_Number,Website,Location_Address,Location_URL_Map,Eligibility,Availability,Description,Languages,Cost,Google_Review,Facebook_URL,Twitter_URL,Coverage,Latitude,Longitude,Zipcode,24hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Google_Rating,Service
"Adult Blended Case Management (The Consortium, Inc.)",https://www.auntbertha.com//the-consortium%252C-inc.--philadelphia-pa--adult-blended-case-management/5078409194766336?postal=19131,"['mental health care', 'navigating the system', 'one-on-one support']",,"['adults 18+', 'benefit recipients', 'low-income', 'all mental health']",215-596-8400,https://consortiuminc.org/adult-behavioral-health/,"5501 Chestnut Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=5501+Chestnut+Street,+Philadelphia,+PA+19139/","['Must meet income requirements or have Medicaid.', 'Must have a referral.']",available,Adult Blended Case Management serves individuals aged 18 and older with serious and persistent mental health and co-occurring conditions who live in the community.Case managers assist individuals with:- Obtaining supports that help reduce hospitalization so that they can continue to live in the community in the least restrictive setting possible.  - Housing- Day program- Appointment scheduling - Daily living needsThe Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away.,['English'],Sliding Scale,TRUE,,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9595245,-75.23145,19139,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,0,Mental Health
Adult Counseling (Jewish Family and Children's Service of Greater Philadelphia),https://www.auntbertha.com//jewish-family-and-children%2527s-service-of-greater-philadelphia-%2528jfcs%2529--philadelphia-pa--adult-counseling/6567655386644480?postal=19111,"['mental health care', 'group therapy', 'individual counseling']",,"['adults 18+', 'grieving', 'individuals', 'depression', 'bipolar', 'suicidal thoughts', 'anxiety', 'ptsd', 'all mental health']",866-532-7669,https://jfcsphilly.org/counseling/,"2100 Arch Street, Philadelphia, PA 19103","https://www.google.com/maps/?q=2100+Arch+Street,+Philadelphia,+PA+19103/",['This program helps people who are older than 17 years old.'],available,"Jewish Family and Children’s Service of Greater Philadelphia provides counseling services for adults. The counselors take a holistic approach as they help clients sort through feelings and work through problems. They provide a full spectrum of supportive services. Their licensed clinical social workers use several established techniques and an eclectic approach to evidence-based interventions.This program provides:- Individual and group counselingFees are established on a case-by-case basis and may include a sliding scale, Medicare and/or additional assistance; you should not let your financial situation get in the way of seeking help.",['English'],Sliding Scale,TRUE,https://www.facebook.com/JFCSPhilly,https://www.twitter.com/@JFCS_Philly,"This program covers residents of the following counties: Philadelphia County, PA.",39.9556178,-75.1752001,19103,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,Closed,Closed,0,Mental Health
Adult Inpatient Mental Health Services (Belmont Behavioral Health System),https://www.auntbertha.com//belmont-behavioral-health-system--philadelphia-pa--adult-inpatient-mental-health-services/4829363626049536?postal=19111,"['psychiatric emergency services', 'addiction & recovery', 'substance abuse counseling', 'mental health care', 'counseling']",,"['adults 18+', 'individuals', 'benefit recipients', 'depression', 'bipolar', 'suicidal thoughts', 'anxiety', 'eating disorder', 'ptsd', 'substance dependency', 'opioid dependency', 'alcohol dependency', 'dual diagnosis']",844-960-3497,https://www.belmontbehavioral.com/programs/inpatient/adult-inpatient/,"4200 Monument Road, Philadelphia, PA 19131","https://www.google.com/maps/?q=4200+Monument+Road,+Philadelphia,+PA+19131/",['Must have Medicare or Medicaid.'],available,"At Belmont Behavioral Health Hospital, we are dedicated to providing the highest quality of care to adults age 18 and older who are seeking help for mental health challenges. We offer several levels of adult inpatient programs at our facility in Philadelphia, Pennsylvania.We offer:- Inpatient psychiatric care- Dual diagnosis of a substance use- Mood and personality disorder treatmentWhen you or someone you love comes to Belmont for help with a mental health crisis, our expert team will conduct a comprehensive assessment to determine which adult inpatient program is the best level of care to meet your unique needs. We provide adults with the individualized care that helps them heal and recover in the way that is most beneficial for them.Belmont Behavioral Hospital accepts Medicare & Medicaid.",['English'],Reduced Cost,TRUE,https://www.facebook.com/belmontbh/,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9998986,-75.2151333,19131,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,2.2,Mental Health
Adult Outpatient Psychiatry (Jefferson Health - Vickie & Jack Farber Institute for Neuroscience),https://www.auntbertha.com//jefferson-health---vickie-%2526-jack-farber-institute-for-neuroscience--voorhees-township-nj--adult-outpatient-psychiatry/6472488910454784?postal=19111,"['outpatient treatment', 'understand mental health', 'counseling', 'mental health care', 'group therapy', 'individual counseling', 'mental health evaluation']",,"['adults 18+', 'individuals', 'benefit recipients', 'all mental health']",800-533-3669,https://www.jeffersonhealth.org/conditions-and-treatments/adult-inpatient-outpatient-psychiatry,"443 Laurel Oak Road, Voorhees Township, NJ 19147","https://www.google.com/maps/?q=443+Laurel+Oak+Road,+Voorhees+Township,+NJ+19147/",['This program helps people who are older than 17 years old.'],available,Jefferson Health serves adults experiencing a severe or acute mental disorder through their Adult Outpatient Psychiatry services.This program provides:- Psychosocial and psychiatric evaluations- Outpatient mental health treatmentTreatment may include:- Individual therapy- Group psychotherapy- Medical/surgical consultation The program is staffed by resident psychiatrists and psychologists and provides patients with the latest treatments for a variety of psychiatric disorders. Jefferson Health accepts Medical Assistance (Medicaid) and Self-Pay with a sliding scale fee schedule.,['English'],Sliding Scale,TRUE,https://www.facebook.com/jeffersonhospital/,https://www.twitter.com/@TJUHospital,"This program covers residents of the following counties: Philadelphia County, PA.",39.8442874,-74.9853048,19147,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,4.4,Mental Health
Adult Outpatient Services (Community Council Health Systems),https://www.auntbertha.com//community-council-health-systems--philadelphia-pa--adult-outpatient-services/5166565658460160?postal=19111,"['outpatient treatment', 'mental health care']",,"['adults 18+', 'anxiety', 'all mental health']",215-473-7033,https://www.cchss.org/adult-services,"714 Market Street, Philadelphia, PA 19106","https://www.google.com/maps/?q=714+Market+Street,+Philadelphia,+PA+19106/",['This program helps people who are older than 17 years old.'],available,"Community Council Health Systems provides outpatient mental health services to adults and their families who are experiencing psychiatric problems. These problems include, but are not limited to psychotic conditions which are active or in remission, mood disorders, anxiety disorders and other serious and persistent mental illness. This program provides: - Psychological assessments- Psychiatric evaluation- Individual therapy- Group and family therapy- Case management - Community outreachServices are offered in person at their main office and also virtually.",['English'],Reduced Cost,TRUE,https://www.facebook.com/CCHSS/,https://www.twitter.com/@CCHS4900,"This program covers residents of the following counties: Philadelphia County, PA.",39.950242,-75.1529876,19106,FALSE,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,Closed,Closed,3.7,Mental Health
Adult Outpatient Services (Hispanic Community Counseling Services HCCS),https://www.auntbertha.com//hispanic-community-counseling-services-%2528hccs%2529--philadelphia-pa--adult-outpatient-services/5373543795916800?postal=19111,"['substance abuse counseling', 'group therapy', 'family counseling', 'individual counseling', 'medications for mental health', 'mental health evaluation', 'virtual support']",,"['adults 18+', 'limited english', 'latino', 'all mental health', 'substance dependency']",215-425-6900,https://www.hccsphila.org/adult-outpatient-services,"3221 Kensington Avenue, Philadelphia, PA 19134","https://www.google.com/maps/?q=3221+Kensington+Avenue,+Philadelphia,+PA+19134/",['This program accepts Medicaid and Medicare.'],available,"The Adult Outpatient Services provide assessment, diagnosis, and treatment to individuals requiring mental health or dual diagnosis treatment (treatment of mental health plus substance use). The outpatient treatment team consists of trained professionals including psychiatrists, licensed therapists, psychiatric technicians, counselors, and support staff. Focus areas include mental health and substance use assessment, psychiatric assessment and evaluation for medication, medication monitoring, limited individual counseling, group counseling, bilingual counseling services, interpreter services, benefits services, and community services referral.Common diagnoses for clients at HCCS include disorders of mood, anxiety, personality, addiction and psychosis. HCCS currently offers the following services within the traditional outpatient menu of services:- Psychiatric Evaluation- Medication Managemen- Individual Counseling- Family Therapy- Group Therapy- Psychological Testing and evaluation- Co-occurring Services - Mobile Therapy - Perinatal Depression Treatment servicesHispanic Community Counseling Services accepts Medicare and Medicaid.","['English', 'Portuguese', 'Russian', 'Spanish']",Reduced Cost,TRUE,None,None,"This program covers residents of the following cities: Philadelphia, PA.",39.9967308,-75.1124209,19134,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 4:00PM,Closed,3.2,Mental Health
Adult Outpatient Services (Hispanic Community Counseling Services),https://www.auntbertha.com//hispanic-community-counseling-services-%2528hccs%2529--philadelphia-pa--adult-outpatient-services/5373543795916800?postal=19131,"['substance abuse counseling', 'group therapy', 'family counseling', 'individual counseling', 'medications for mental health', 'mental health evaluation', 'virtual support']",,"['adults 18+', 'limited english', 'latino', 'all mental health', 'substance dependency']",215-291-8151,https://www.hccsphila.org/adult-outpatient-services,"3156 Kensington Avenue, Philadelphia, PA 19134","https://www.google.com/maps/?q=3156+Kensington+Avenue,+Philadelphia,+PA+19134/",['This program accepts Medicaid and Medicare.'],available,"The Adult Outpatient Services provide assessment, diagnosis, and treatment to individuals requiring mental health or dual diagnosis treatment (treatment of mental health plus substance use). The outpatient treatment team consists of trained professionals including psychiatrists, licensed therapists, psychiatric technicians, counselors, and support staff. Focus areas include mental health and substance use assessment, psychiatric assessment and evaluation for medication, medication monitoring, limited individual counseling, group counseling, bilingual counseling services, interpreter services, benefits services, and community services referral.Common diagnoses for clients at HCCS include disorders of mood, anxiety, personality, addiction and psychosis. HCCS currently offers the following services within the traditional outpatient menu of services:- Psychiatric Evaluation- Medication Managemen- Individual Counseling- Family Therapy- Group Therapy- Psychological Testing and evaluation- Co-occurring Services - Mobile Therapy - Perinatal Depression Treatment servicesHispanic Community Counseling Services accepts Medicare and Medicaid.","['English', 'Portuguese', 'Russian', 'Spanish']",Reduced Cost,TRUE,,,"This program covers residents of the following cities: Philadelphia, PA.",39.9962947,-75.114308,19134,FALSE,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 6:00PM,Closed,0,Mental Health
Adult Outpatient Services (Northeast Community Center For Behavioral Health),https://www.auntbertha.com//northeast-community-center-for-behavioral-health--philadelphia-pa--adult-outpatient-services/5708281859538944?postal=19104,"['addiction & recovery', 'outpatient treatment', 'understand mental health', 'counseling', 'physical therapy', 'specialized therapy', 'mental health care', 'group therapy', 'family counseling', 'medications for mental health', 'mental health evaluation']",,"['adults 18+', 'all mental health', 'substance dependency', 'alcohol dependency', 'dual diagnosis']",215-831-2863,https://www.neccbh.org/adult-outpatient-services/,"4641 Roosevelt Boulevard, Philadelphia, PA 19124","https://www.google.com/maps/?q=4641+Roosevelt+Boulevard,+Philadelphia,+PA+19124/",['This program helps people who are older than 17 years old.'],available,Northeast Community Center For Behavioral Health's Adult Outpatient Services are strongly committed to helping individuals recover from mental illness and addiction. Confidential treatment services are provided which assist individuals with resolving conflicts and overcoming challenges in all aspects of their lives. Services include:- Individual therapy services- Family therapy services- Group therapy services and couples counseling.- Psychiatric evaluation (include medication consultation and ongoing medication management services)- Walk-in crisis management and intervention servicesNortheast Community Center For Behavioral Health accepts Medicare and offers income based sliding scale fee schedule for clients without insurance.,['English'],Sliding Scale,TRUE,None,None,"This program covers residents of the following counties: Philadelphia County, PA.",40.0266061,-75.0994722,19124,FALSE,5:00 AM - 6:00 PM  PST,5:00 AM - 6:00 PM  PST,5:00 AM - 6:00 PM  PST,5:00 AM - 6:00 PM  PST,5:00 AM - 3:00 PM  PST,Closed,Closed,1.8,Mental Health
"Adult Outpatient Services (The Consortium, Inc.)",https://www.auntbertha.com//the-consortium%252C-inc.--philadelphia-pa--adult-outpatient-services/4507013050793984?postal=19111,"['mental health evaluation', 'counseling', 'specialized therapy', 'mental health care', 'group therapy', 'individual counseling', 'outpatient treatment']",,"['adults 18+', 'benefit recipients', 'low-income', 'uninsured', 'depression', 'bipolar', 'suicidal thoughts', 'anxiety', 'all mental health']",215-748-8400,https://consortiuminc.org/,"5501 Chestnut Street, Philadelphia, PA 19139","https://www.google.com/maps/?q=5501+Chestnut+Street,+Philadelphia,+PA+19139/",['This program helps people who are older than 17 years old.'],available,"The Adult Outpatient program provides assessment and treatment services to individuals aged 18 and older with behavioral health concerns.  Our therapists are trained to use evidence-based practices like Cognitive Behavioral Therapy and Prolonged Exposure Therapy to help individuals with short-term, acute, or persistent behavioral health challenges pursue their life goals while living in the community with the highest level of functioning and well-being possible.Services: - Outpatient treatment- Mental health evaluation- Individual, group, and family counselingThe Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away. If you are feeling sad, depressed, angry or anxious, we can help.  Same or next day appointments for intake are available.","['English', 'Spanish']",Sliding Scale,TRUE,https://www.facebook.com/The-Consortium-Inc-104379619595982/,,"This program covers residents of the following counties: Philadelphia County, PA.",39.9595245,-75.2314499,19139,FALSE,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 4:00PM,Closed,2.6,Mental Health
Adult Psychological Services (Equilibria Psychological and Consultation Services),https://www.auntbertha.com//equilibria-psychological-and-consultation-services--philadelphia-pa--adult-psychological-services/4788897239531520?postal=19131,"['understand mental health', 'counseling', 'group therapy', 'family counseling', 'individual counseling', 'mental health evaluation']",,"['all ages', 'individuals', 'families', 'parents', 'all mental health']",267-861-3685,https://www.equilibriapcs.com/psychologists-philadelphia-therapists-philadelphia/,"525 South 4th Street, Philadelphia, PA 19147","https://www.google.com/maps/?q=525+South+4th+Street,+Philadelphia,+PA+19147/",[],available,"At Equilibria Psychological and Consultation Services we offer a wide range of therapy, assessment and psychological services to meet the various needs of their adult clients in Philadelphia and the surrounding communities.This program provides:- Individual Therapy- Group Therapy- Cognitive Behavioral Therapy- Marriage Counseling- Relationship Counseling- Parent and Co-Parent Coaching- Psychological EvaluationThey accept Medicare and offer a sliding scale for people with financial hardships.",['English'],Reduced Cost,TRUE,https://www.facebook.com/EquilibriaPsychology,,"This program covers residents of the following counties: Delaware County, PA, Montgomery County, PA and Philadelphia County, PA.",39.9419044,-75.148874,19147,FALSE,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Closed,Closed,4.4,Mental Health
Adult Rehabilitation Centers ARC (Salvation Army Eastern Pennsylvania & Delaware),https://www.auntbertha.com//salvation-army-eastern-pennsylvania-%2526-delaware--philadelphia-pa--adult-rehabilitation-centers-%2528arc%2529/5640613282447360?postal=19104,"['addiction & recovery', 'residential treatment', 'group therapy', 'individual counseling']","['meals', 'daily life skills', 'occupational therapy', 'group therapy', 'individual counseling', 'recreation', 'spiritual support', 'skills & training']","['adults 18+', 'individuals', 'substance dependency']",800-728-7825,https://pendel.salvationarmy.org/easternpa/rehabilitation-centers,"4555 Pechin Street, Philadelphia, PA 19128","https://www.google.com/maps/?q=4555+Pechin+Street,+Philadelphia,+PA+19128/",[],available,"The Salvation Army’s Adult Rehabilitation Centers provide spiritual, social, and emotional assistance for men and women who have lost the ability to cope with their problems and provide for themselves. Centers offers residential housing, work, and group and individual therapy, all in a clean, wholesome environment.Services provided:- Clean and healthy living environment- Good food - Work therapy - Leisure time activities- Group and individual counseling - Spiritual direction- Resources to develop life skills and a personal relationship with God as provided by Jesus Christ.The physical and spiritual care that program participants receive prepares them to re-enter society and return to gainful employment. Many of those who have been rehabilitated are reunited with their families and resume a normal life.The ARC program is made possible through the generosity of those who donate goods that can be sold in our family thrift stores and provide services that are made available to the participants of our programs.",['English'],Free,TRUE,https://www.facebook.com/SalvationArmyPhiladelphia,https://www.twitter.com/@SalArmyPhilly,"This program covers residents of the following counties: Dauphin County, PA, Lackawanna County, PA and Philadelphia County, PA.",40.0337108,-75.2199653,19128,FALSE,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,Closed,Closed,4.2,Mental Health
Adult Residential Rehabilitation (Salvation Army - Philadelphia),https://www.auntbertha.com//salvation-army---philadelphia--philadelphia-pa--adult-residential-rehabilitation/5077663329026048?postal=19104,"['short-term housing', 'daily life skills', 'group therapy', 'support network', 'peer support', 'spiritual support', 'support groups']","['addiction & recovery', 'mental health care']","['adults 18+', 'homeless', 'near homeless', 'low-income', 'depression', 'substance dependency']",800-728-7825,https://philadelphiaarc.salvationarmy.org/philadelphiaarc,"4555 Pechin Street, Philadelphia, PA 19128","https://www.google.com/maps/?q=4555+Pechin+Street,+Philadelphia,+PA+19128/",['This program serves individuals struggling with substance misuse.'],available,"Our Adult Residential Rehabilitation program is an 8 and a half month non-clinical residential program in which adults struggling to live independent and healthy lives can conquer their demons and gain the skills necessary to improve themselves and live full lives. We help individuals living with additions, depression or other difficulties become independent, contributory members of society.This program provides:- Short-term housingResidents in the program receive: - Mentoring- Peer, group and spiritual support- Daily life skills training- Non-clinical drug and mental health treatmentThere is no cost for this program. However, if a resident does have an income (social security, pension, etc.), they will be required to pay $20/day to help cover program costs.Interested persons should call to schedule an interview.",['English'],Reduced Cost,TRUE,https://www.facebook.com/SalvationArmyUSA,https://www.twitter.com/@SalvationArmyUS,"This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA.",40.0337108,-75.2199653,19128,FALSE,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,Closed,Closed,4.2,Mental Health
Adult Residential Services Program (Gaudenzia),https://www.auntbertha.com//gaudenzia--philadelphia-pa--adult-residential-services-program/4607689074147328?postal=19104,"['psychiatric emergency services', 'addiction & recovery', 'residential treatment', 'understand mental health', 'mental health care', 'mental health evaluation']",,"['adults 18+', 'hiv/aids', 'with children', 'homeless', 'all mental health', 'substance dependency', 'opioid dependency', 'alcohol dependency', 'dual diagnosis']",833-976-4357,http://www.gaudenzia.org,"1306 Spring Garden Street, Philadelphia, PA 19123","https://www.google.com/maps/?q=1306+Spring+Garden+Street,+Philadelphia,+PA+19123/",[],available,"Gaudenzia offers short, moderate, and long-term Substance Use Disorder (SUD) co-occurring and mental health services to adults, women with children, homeless individuals, and individuals with chronic medical conditions.Services provided:- Short, intermediate and long term substance abuse and mental health servicesGaudenzia accepts Medicare and Medicaid.",['English'],Reduced Cost,TRUE,https://www.facebook.com/gaudenziaorg/,https://www.twitter.com/@Gaudenzia,"This program covers residents of the following counties: District Of Columbia County, DC, New Castle County, DE, New Castle County, DE, Sussex County, DE, Baltimore County, MD, Baltimore City County, MD, Bucks County, PA, Chester County, PA, Dauphin County, PA, Erie County, PA, Lancaster County, PA, Lancaster County, PA, Philadelphia County, PA, Philadelphia County, PA and Philadelphia County, PA.",39.9618338,-75.1596912,19123,TRUE,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,0:00AM - 11:59PM,2.9,Mental Health
Amputee Peer Mentor Program (Jefferson Health - Magee Rehabilitation),https://www.auntbertha.com//jefferson-health---magee-rehabilitation--philadelphia-pa--amputee-peer-mentor-program/5566200593252352?postal=19104,"['counseling', 'group therapy', 'individual counseling', 'support network', 'one-on-one support', 'peer support']",,"['all ages', 'all disabilities', 'physical disability']",215-587-3205,https://www.jeffersonhealth.org/your-health/classes-and-events/amputation-support-group.html,"111 South 11th St, Philadelphia, PA, United States, Pennsylvania","https://www.google.com/maps/place/111+S+11th+St,+Philadelphia,+PA+19107/@39.9498296,-75.1610962,732m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c6c735fde30207:0x760fc9c9a5d6d7e2!8m2!3d39.9498296!4d-75.1585213!16s%2Fg%2F11w482gl7j?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D",[],available,"Jefferson Health provides a free service that gives individuals with amputations the opportunity to talk with one another. The Peers share their experiences, knowledge, provide emotional support and practical information on everyday concerns. They are living proof that individuals with amputations can recover and continue to have active lives.This program provides:- Peer support- One-on-one supportThe amputee support groups takes place at 12:15 p.m. on the second Tuesday of every month.",['English'],Free,TRUE,https://www.facebook.com/jeffersonhealth,https://x.com/tjuhospital,"This program covers residents of the following counties: Camden County, NJ, Bucks County, PA and Philadelphia County, PA.",39.9498296,-75.1610962,19107,FALSE,4:00PM - 8:30PM,4:00PM - 8:30PM,4:00PM - 8:30PM,4:00PM - 8:30PM,4:00PM - 8:30PM,2:00PM - 8:30 PM,11:00AM - 8:30PM,4.1,Mental Health
